,Unnamed: 0,name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,landfall
29,29,Amy,1975,7,4,6,44.5,-51.6,tropical storm,0,50,986,5.0,,0.0
30,30,Caroline,1975,8,24,12,22.4,-69.8,tropical depression,-1,25,1011,5.0,,0.0
31,31,Caroline,1975,8,24,18,21.9,-71.1,tropical depression,-1,25,1011,5.0,,0.0
32,32,Caroline,1975,8,25,0,21.6,-72.5,tropical depression,-1,25,1010,5.0,,0.0
33,33,Caroline,1975,8,25,6,21.2,-73.8,tropical depression,-1,25,1010,5.0,,0.0
34,34,Caroline,1975,8,25,12,20.9,-75.1,tropical depression,-1,25,1011,5.0,,0.0
35,35,Caroline,1975,8,25,18,20.6,-76.4,tropical depression,-1,25,1011,5.0,,1.0
36,36,Caroline,1975,8,26,0,20.4,-77.7,tropical depression,-1,25,1011,5.0,,0.0
37,37,Caroline,1975,8,26,6,20.3,-79.0,tropical depression,-1,25,1011,5.0,,0.0
38,38,Caroline,1975,8,26,12,20.2,-80.3,tropical depression,-1,25,1012,5.0,,0.0
39,39,Caroline,1975,8,26,18,20.2,-81.6,tropical depression,-1,25,1012,5.0,,0.0
40,40,Caroline,1975,8,27,0,20.4,-82.8,tropical depression,-1,25,1013,5.0,,0.0
41,41,Caroline,1975,8,27,6,20.8,-84.0,tropical depression,-1,25,1013,5.0,,0.0
42,42,Caroline,1975,8,27,12,21.1,-85.1,tropical depression,-1,25,1014,5.0,,0.0
43,43,Caroline,1975,8,27,18,21.5,-86.3,tropical depression,-1,25,1014,5.0,,0.0
44,44,Caroline,1975,8,28,0,22.0,-87.5,tropical depression,-1,25,1014,5.0,,0.0
45,45,Caroline,1975,8,28,6,22.4,-88.8,tropical depression,-1,25,1014,5.0,,0.0
46,46,Caroline,1975,8,28,12,22.8,-90.1,tropical depression,-1,25,1013,5.0,,0.0
47,47,Caroline,1975,8,28,18,22.9,-91.0,tropical depression,-1,25,1010,5.0,,0.0
48,48,Caroline,1975,8,29,0,23.0,-91.9,tropical depression,-1,30,1007,5.0,,0.0
49,49,Caroline,1975,8,29,6,23.1,-92.6,tropical storm,0,35,1003,5.0,,0.0
50,50,Caroline,1975,8,29,12,23.2,-93.2,tropical storm,0,40,999,5.0,,0.0
51,51,Caroline,1975,8,29,18,23.2,-93.6,tropical storm,0,50,994,5.0,,0.0
52,52,Caroline,1975,8,30,0,23.3,-94.2,hurricane,1,65,990,5.0,,0.0
53,53,Caroline,1975,8,30,6,23.5,-94.9,hurricane,1,65,990,5.0,,0.0
54,54,Caroline,1975,8,30,12,23.7,-95.6,hurricane,1,65,989,5.0,,0.0
55,55,Caroline,1975,8,30,18,23.8,-96.3,hurricane,1,70,987,5.0,,0.0
56,56,Caroline,1975,8,31,0,24.0,-97.0,hurricane,3,100,973,5.0,,0.0
57,57,Caroline,1975,8,31,6,24.1,-97.5,hurricane,3,100,963,5.0,,0.0
58,58,Caroline,1975,8,31,12,24.3,-97.8,hurricane,2,90,963,5.0,,1.0
59,59,Caroline,1975,8,31,18,24.8,-98.0,tropical storm,0,55,993,5.0,,1.0
60,60,Caroline,1975,9,1,0,25.1,-98.3,tropical depression,-1,30,1000,5.0,,1.0
61,61,Caroline,1975,9,1,6,25.2,-98.7,tropical depression,-1,20,1002,5.0,,1.0
62,62,Caroline,1975,9,1,12,25.3,-99.0,tropical depression,-1,20,1002,5.0,,1.0
63,63,Doris,1975,8,29,12,34.9,-48.9,tropical storm,0,45,1005,5.0,,0.0
64,64,Doris,1975,8,29,18,35.2,-49.1,tropical storm,0,50,1000,5.0,,0.0
65,65,Doris,1975,8,30,0,35.3,-48.9,tropical storm,0,55,997,5.0,,0.0
66,66,Doris,1975,8,30,6,35.3,-48.5,tropical storm,0,55,997,5.0,,0.0
67,67,Doris,1975,8,30,12,35.3,-48.0,tropical storm,0,55,997,5.0,,0.0
68,68,Doris,1975,8,30,18,35.0,-47.1,tropical storm,0,55,997,5.0,,0.0
69,69,Doris,1975,8,31,0,34.9,-46.3,hurricane,1,65,990,5.0,,0.0
70,70,Doris,1975,8,31,6,34.8,-45.7,hurricane,1,65,990,5.0,,0.0
71,71,Doris,1975,8,31,12,34.7,-45.2,hurricane,1,70,990,5.0,,0.0
72,72,Doris,1975,8,31,18,34.6,-44.9,hurricane,1,70,990,5.0,,0.0
73,73,Doris,1975,9,1,0,34.5,-44.6,hurricane,1,75,984,5.0,,0.0
74,74,Doris,1975,9,1,6,34.6,-44.2,hurricane,1,75,984,5.0,,0.0
75,75,Doris,1975,9,1,12,34.9,-44.0,hurricane,1,75,984,5.0,,0.0
76,76,Doris,1975,9,1,18,35.4,-44.0,hurricane,1,75,984,5.0,,0.0
77,77,Doris,1975,9,2,0,35.8,-44.4,hurricane,2,90,970,5.0,,0.0
78,78,Doris,1975,9,2,6,36.4,-44.5,hurricane,2,95,965,5.0,,0.0
79,79,Doris,1975,9,2,12,37.0,-44.3,hurricane,2,95,965,5.0,,0.0
80,80,Doris,1975,9,2,18,37.7,-44.2,hurricane,2,95,965,5.0,,0.0
81,81,Doris,1975,9,3,0,38.4,-43.8,hurricane,2,95,965,5.0,,0.0
82,82,Doris,1975,9,3,6,39.7,-43.6,hurricane,2,95,965,5.0,,0.0
83,83,Doris,1975,9,3,12,41.1,-43.0,hurricane,2,95,965,5.0,,0.0
84,84,Doris,1975,9,3,18,42.0,-42.5,hurricane,2,90,970,5.0,,0.0
85,85,Doris,1975,9,4,0,42.8,-42.0,tropical storm,0,60,995,5.0,,0.0
86,86,Belle,1976,8,6,6,26.0,-72.8,tropical depression,-1,25,1012,5.0,,0.0
87,87,Belle,1976,8,6,12,26.3,-73.0,tropical depression,-1,25,1012,5.0,,0.0
88,88,Belle,1976,8,6,18,26.0,-73.4,tropical depression,-1,30,1009,5.0,,0.0
89,89,Belle,1976,8,7,0,25.6,-73.2,tropical storm,0,40,1005,5.0,,0.0
90,90,Belle,1976,8,7,6,26.0,-73.2,tropical storm,0,45,1000,5.0,,0.0
91,91,Belle,1976,8,7,12,26.2,-73.7,tropical storm,0,55,993,5.0,,0.0
92,92,Belle,1976,8,7,18,26.6,-74.2,hurricane,1,70,985,5.0,,0.0
93,93,Belle,1976,8,8,0,26.9,-74.6,hurricane,1,80,972,5.0,,0.0
94,94,Belle,1976,8,8,6,27.4,-75.1,hurricane,2,90,962,5.0,,0.0
95,95,Belle,1976,8,8,12,28.1,-75.1,hurricane,2,95,959,5.0,,0.0
96,96,Belle,1976,8,8,18,29.5,-75.3,hurricane,3,100,958,5.0,,0.0
97,97,Belle,1976,8,9,0,30.9,-75.3,hurricane,3,105,957,5.0,,0.0
98,98,Belle,1976,8,9,6,32.5,-75.2,hurricane,3,105,959,5.0,,0.0
99,99,Belle,1976,8,9,12,34.4,-74.7,hurricane,2,95,963,5.0,,0.0
100,100,Belle,1976,8,9,18,36.6,-74.2,hurricane,2,90,970,5.0,,0.0
101,101,Belle,1976,8,10,0,38.8,-73.8,hurricane,1,80,977,5.0,,0.0
102,102,Belle,1976,8,10,6,41.0,-73.2,tropical storm,0,60,983,5.0,,0.0
103,103,Belle,1976,8,10,12,42.6,-72.4,tropical storm,0,35,992,5.0,,1.0
104,104,Gloria,1976,9,26,12,23.0,-58.0,tropical depression,-1,20,1009,5.0,,0.0
105,105,Gloria,1976,9,26,18,23.7,-58.1,tropical depression,-1,20,1007,5.0,,0.0
106,106,Gloria,1976,9,27,0,24.3,-58.2,tropical depression,-1,25,1005,5.0,,0.0
107,107,Gloria,1976,9,27,6,24.9,-58.1,tropical depression,-1,30,1001,5.0,,0.0
108,108,Gloria,1976,9,27,12,25.7,-58.0,tropical storm,0,35,997,5.0,,0.0
109,109,Gloria,1976,9,27,18,26.3,-58.0,tropical storm,0,45,994,5.0,,0.0
110,110,Gloria,1976,9,28,0,27.0,-58.0,tropical storm,0,55,993,5.0,,0.0
111,111,Gloria,1976,9,28,6,27.5,-58.2,tropical storm,0,60,992,5.0,,0.0
112,112,Gloria,1976,9,28,12,27.8,-58.6,tropical storm,0,60,992,5.0,,0.0
113,113,Gloria,1976,9,28,18,28.2,-59.0,tropical storm,0,60,991,5.0,,0.0
114,114,Gloria,1976,9,29,0,28.6,-59.5,tropical storm,0,60,988,5.0,,0.0
115,115,Gloria,1976,9,29,6,29.1,-59.8,hurricane,1,65,984,5.0,,0.0
116,116,Gloria,1976,9,29,12,29.7,-60.2,hurricane,1,65,979,5.0,,0.0
117,117,Gloria,1976,9,29,18,30.2,-60.3,hurricane,1,70,973,5.0,,0.0
118,118,Gloria,1976,9,30,0,31.1,-60.2,hurricane,1,80,970,5.0,,0.0
119,119,Gloria,1976,9,30,6,32.2,-59.8,hurricane,2,85,971,5.0,,0.0
120,120,Gloria,1976,9,30,12,33.1,-58.8,hurricane,2,90,977,5.0,,0.0
121,121,Gloria,1976,9,30,18,34.0,-57.5,hurricane,2,90,981,5.0,,0.0
122,122,Gloria,1976,10,1,0,34.7,-56.1,hurricane,2,90,985,5.0,,0.0
123,123,Gloria,1976,10,1,6,35.3,-54.8,hurricane,2,85,988,5.0,,0.0
124,124,Gloria,1976,10,1,12,35.7,-53.7,hurricane,1,80,990,5.0,,0.0
125,125,Gloria,1976,10,1,18,36.1,-52.6,hurricane,1,75,992,5.0,,0.0
126,126,Gloria,1976,10,2,0,36.4,-51.7,hurricane,1,70,993,5.0,,0.0
127,127,Gloria,1976,10,2,6,36.6,-50.8,tropical storm,0,60,994,5.0,,0.0
128,128,Gloria,1976,10,2,12,36.8,-49.9,tropical storm,0,60,995,5.0,,0.0
129,129,Gloria,1976,10,2,18,36.9,-49.0,tropical storm,0,55,996,5.0,,0.0
130,130,Gloria,1976,10,3,0,36.8,-48.3,tropical storm,0,50,997,5.0,,0.0
131,131,Gloria,1976,10,3,6,36.4,-47.6,tropical storm,0,45,998,5.0,,0.0
132,132,Gloria,1976,10,3,12,36.2,-46.9,tropical storm,0,40,999,5.0,,0.0
133,133,Gloria,1976,10,3,18,35.8,-45.8,tropical storm,0,40,1001,5.0,,0.0
134,134,Gloria,1976,10,4,0,35.7,-44.6,tropical storm,0,35,1002,5.0,,0.0
135,135,Gloria,1976,10,4,6,36.0,-43.0,tropical depression,-1,30,1003,5.0,,0.0
136,136,Gloria,1976,10,4,12,36.5,-41.4,tropical depression,-1,30,1005,5.0,,0.0
137,137,Gloria,1976,10,4,18,37.4,-38.7,tropical depression,-1,30,1006,5.0,,0.0
138,138,Anita,1977,8,29,12,26.9,-88.4,tropical depression,-1,20,1012,5.0,,0.0
139,139,Anita,1977,8,29,18,27.0,-88.9,tropical depression,-1,25,1010,5.0,,0.0
140,140,Anita,1977,8,30,0,26.9,-89.4,tropical depression,-1,30,1009,5.0,,0.0
141,141,Anita,1977,8,30,6,26.8,-89.8,tropical storm,0,40,1006,5.0,,0.0
142,142,Anita,1977,8,30,12,26.7,-90.3,tropical storm,0,50,1003,5.0,,0.0
143,143,Anita,1977,8,30,18,26.5,-90.6,hurricane,1,65,997,5.0,,0.0
144,144,Anita,1977,8,31,0,26.4,-91.0,hurricane,1,70,991,5.0,,0.0
145,145,Anita,1977,8,31,6,26.3,-91.4,hurricane,1,75,988,5.0,,0.0
146,146,Anita,1977,8,31,12,26.2,-91.8,hurricane,1,75,986,5.0,,0.0
147,147,Anita,1977,8,31,18,26.1,-92.3,hurricane,1,80,985,5.0,,0.0
148,148,Anita,1977,9,1,0,25.9,-92.8,hurricane,1,80,979,5.0,,0.0
149,149,Anita,1977,9,1,6,25.8,-93.7,hurricane,2,85,972,5.0,,0.0
150,150,Anita,1977,9,1,12,25.5,-94.7,hurricane,2,90,963,5.0,,0.0
151,151,Anita,1977,9,1,18,25.2,-95.5,hurricane,3,110,945,5.0,,0.0
152,152,Anita,1977,9,2,0,24.6,-96.2,hurricane,5,140,931,5.0,,0.0
153,153,Anita,1977,9,2,6,24.2,-97.1,hurricane,5,150,926,5.0,,0.0
154,154,Anita,1977,9,2,12,23.7,-98.0,hurricane,4,120,940,5.0,,1.0
155,155,Anita,1977,9,2,18,23.1,-99.2,hurricane,1,70,978,5.0,,1.0
156,156,Anita,1977,9,3,0,22.5,-101.0,tropical storm,0,40,998,5.0,,1.0
157,157,Anita,1977,9,3,6,22.0,-103.0,tropical depression,-1,25,1011,5.0,,1.0
158,158,Clara,1977,9,5,12,32.8,-80.0,tropical depression,-1,20,1015,5.0,,1.0
159,159,Clara,1977,9,5,18,33.2,-79.0,tropical depression,-1,20,1014,5.0,,0.0
160,160,Clara,1977,9,6,0,33.6,-78.2,tropical depression,-1,20,1013,5.0,,0.0
161,161,Clara,1977,9,6,6,33.8,-77.6,tropical depression,-1,25,1012,5.0,,0.0
162,162,Clara,1977,9,6,12,34.0,-77.0,tropical depression,-1,25,1011,5.0,,0.0
163,163,Clara,1977,9,6,18,34.2,-76.4,tropical depression,-1,25,1010,5.0,,0.0
164,164,Clara,1977,9,7,0,34.4,-75.8,tropical depression,-1,30,1010,5.0,,0.0
165,165,Clara,1977,9,7,6,34.6,-75.0,tropical depression,-1,30,1010,5.0,,0.0
166,166,Clara,1977,9,7,12,34.7,-74.3,tropical depression,-1,30,1010,5.0,,0.0
167,167,Clara,1977,9,7,18,34.9,-73.0,tropical depression,-1,30,1010,5.0,,0.0
168,168,Clara,1977,9,8,0,35.1,-71.7,tropical storm,0,35,1006,5.0,,0.0
169,169,Clara,1977,9,8,6,35.3,-69.7,tropical storm,0,45,1001,5.0,,0.0
170,170,Clara,1977,9,8,12,35.5,-67.7,hurricane,1,65,993,5.0,,0.0
171,171,Clara,1977,9,8,18,35.6,-66.2,hurricane,1,65,994,5.0,,0.0
172,172,Clara,1977,9,9,0,35.5,-64.6,hurricane,1,65,998,5.0,,0.0
173,173,Clara,1977,9,9,6,34.8,-63.5,tropical storm,0,60,1000,5.0,,0.0
174,174,Clara,1977,9,9,12,34.0,-62.8,tropical storm,0,55,999,5.0,,0.0
175,175,Clara,1977,9,9,18,33.4,-62.8,tropical storm,0,50,1001,5.0,,0.0
176,176,Clara,1977,9,10,0,32.8,-63.2,tropical storm,0,45,1000,5.0,,0.0
177,177,Clara,1977,9,10,6,32.8,-63.6,tropical storm,0,40,1000,5.0,,0.0
178,178,Clara,1977,9,10,12,33.0,-63.8,tropical storm,0,45,1001,5.0,,0.0
179,179,Clara,1977,9,10,18,33.5,-63.7,tropical storm,0,45,1001,5.0,,0.0
180,180,Clara,1977,9,11,0,34.2,-63.2,tropical storm,0,45,1002,5.0,,0.0
181,181,Clara,1977,9,11,6,34.8,-62.5,tropical storm,0,45,1002,5.0,,0.0
182,182,Evelyn,1977,10,13,18,26.9,-62.9,tropical depression,-1,30,1010,5.0,,0.0
183,183,Evelyn,1977,10,14,0,29.0,-64.0,tropical depression,-1,30,1008,5.0,,0.0
184,184,Evelyn,1977,10,14,6,30.9,-64.9,tropical storm,0,35,1005,5.0,,0.0
185,185,Evelyn,1977,10,14,12,33.0,-64.9,tropical storm,0,40,1002,5.0,,0.0
186,186,Evelyn,1977,10,14,18,35.9,-64.4,tropical storm,0,50,999,5.0,,0.0
187,187,Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1,65,994,5.0,,0.0
188,188,Evelyn,1977,10,15,6,42.4,-61.5,hurricane,1,70,996,5.0,,0.0
189,189,Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1,70,998,5.0,,0.0
190,190,Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1,70,999,5.0,,0.0
191,191,Amelia,1978,7,30,18,25.7,-97.0,tropical depression,-1,30,1006,5.0,,0.0
192,192,Amelia,1978,7,31,0,26.4,-97.4,tropical storm,0,45,1005,5.0,,1.0
193,193,Amelia,1978,7,31,6,27.2,-97.8,tropical storm,0,40,1007,5.0,,1.0
194,194,Amelia,1978,7,31,12,28.0,-98.2,tropical storm,0,35,1008,5.0,,1.0
195,195,Amelia,1978,7,31,18,28.6,-98.7,tropical depression,-1,30,1010,5.0,,1.0
196,196,Amelia,1978,8,1,0,29.3,-99.2,tropical depression,-1,25,1010,5.0,,1.0
197,197,Bess,1978,8,5,12,25.3,-90.4,tropical depression,-1,20,1012,5.0,,0.0
198,198,Bess,1978,8,5,18,25.1,-91.0,tropical depression,-1,20,1012,5.0,,0.0
199,199,Bess,1978,8,6,0,24.8,-91.8,tropical depression,-1,25,1011,5.0,,0.0
200,200,Bess,1978,8,6,6,24.5,-92.5,tropical depression,-1,30,1010,5.0,,0.0
201,201,Bess,1978,8,6,12,24.2,-93.3,tropical depression,-1,30,1009,5.0,,0.0
202,202,Bess,1978,8,6,18,23.9,-94.0,tropical storm,0,35,1008,5.0,,0.0
203,203,Bess,1978,8,7,0,23.3,-95.0,tropical storm,0,40,1007,5.0,,0.0
204,204,Bess,1978,8,7,6,22.8,-95.7,tropical storm,0,40,1006,5.0,,0.0
205,205,Bess,1978,8,7,12,22.2,-96.2,tropical storm,0,40,1005,5.0,,0.0
206,206,Bess,1978,8,7,18,21.6,-96.6,tropical storm,0,45,1006,5.0,,0.0
207,207,Bess,1978,8,8,0,21.1,-96.8,tropical storm,0,45,1007,5.0,,0.0
208,208,Bess,1978,8,8,6,20.4,-96.9,tropical storm,0,40,1008,5.0,,0.0
209,209,Bess,1978,8,8,12,20.0,-97.0,tropical depression,-1,25,1010,5.0,,1.0
210,210,Cora,1978,8,7,12,13.0,-35.0,tropical depression,-1,25,1010,5.0,,0.0
211,211,Cora,1978,8,7,18,13.4,-36.2,tropical depression,-1,25,1010,5.0,,0.0
212,212,Cora,1978,8,8,0,13.8,-37.8,tropical depression,-1,25,1009,5.0,,0.0
213,213,Cora,1978,8,8,6,13.9,-39.6,tropical depression,-1,30,1008,5.0,,0.0
214,214,Cora,1978,8,8,12,14.0,-41.5,tropical storm,0,50,1003,5.0,,0.0
215,215,Cora,1978,8,8,18,14.0,-43.2,hurricane,1,65,990,5.0,,0.0
216,216,Cora,1978,8,9,0,14.0,-44.9,hurricane,1,80,980,5.0,,0.0
217,217,Cora,1978,8,9,6,13.9,-46.8,hurricane,1,80,980,5.0,,0.0
218,218,Cora,1978,8,9,12,13.6,-48.6,hurricane,1,70,988,5.0,,0.0
219,219,Cora,1978,8,9,18,13.2,-50.6,hurricane,1,65,998,5.0,,0.0
220,220,Cora,1978,8,10,0,12.8,-52.8,tropical storm,0,60,1006,5.0,,0.0
221,221,Cora,1978,8,10,6,12.4,-54.8,tropical storm,0,55,1007,5.0,,0.0
222,222,Cora,1978,8,10,12,12.2,-56.8,tropical storm,0,55,1007,5.0,,0.0
223,223,Cora,1978,8,10,18,12.1,-58.8,tropical storm,0,50,1008,5.0,,0.0
224,224,Cora,1978,8,11,0,12.0,-60.9,tropical storm,0,45,1008,5.0,,0.0
225,225,Cora,1978,8,11,6,12.0,-62.8,tropical storm,0,35,1008,5.0,,0.0
226,226,Cora,1978,8,11,12,12.1,-64.8,tropical depression,-1,30,1008,5.0,,0.0
227,227,Cora,1978,8,11,18,12.1,-66.8,tropical depression,-1,30,1009,5.0,,0.0
228,228,Cora,1978,8,12,0,12.2,-68.8,tropical depression,-1,30,1010,5.0,,0.0
229,229,Juliet,1978,10,7,18,18.0,-55.6,tropical depression,-1,25,1011,5.0,,0.0
230,230,Juliet,1978,10,8,0,18.3,-56.6,tropical depression,-1,30,1010,5.0,,0.0
231,231,Juliet,1978,10,8,6,18.6,-57.7,tropical depression,-1,30,1009,5.0,,0.0
232,232,Juliet,1978,10,8,12,18.8,-58.7,tropical storm,0,35,1008,5.0,,0.0
233,233,Juliet,1978,10,8,18,19.0,-59.8,tropical storm,0,40,1007,5.0,,0.0
234,234,Juliet,1978,10,9,0,19.3,-60.9,tropical storm,0,45,1006,5.0,,0.0
235,235,Juliet,1978,10,9,6,19.7,-62.0,tropical storm,0,45,1006,5.0,,0.0
236,236,Juliet,1978,10,9,12,19.9,-63.0,tropical storm,0,45,1006,5.0,,0.0
237,237,Juliet,1978,10,9,18,20.3,-64.2,tropical storm,0,45,1006,5.0,,0.0
238,238,Juliet,1978,10,10,0,20.9,-65.4,tropical storm,0,45,1006,5.0,,0.0
239,239,Juliet,1978,10,10,6,21.7,-67.0,tropical storm,0,45,1006,5.0,,0.0
240,240,Juliet,1978,10,10,12,22.8,-68.8,tropical storm,0,45,1006,5.0,,0.0
241,241,Juliet,1978,10,10,18,24.3,-70.1,tropical storm,0,45,1006,5.0,,0.0
242,242,Juliet,1978,10,11,0,26.2,-70.9,tropical storm,0,45,1006,5.0,,0.0
243,243,Juliet,1978,10,11,6,28.3,-71.0,tropical storm,0,40,1006,5.0,,0.0
244,244,Juliet,1978,10,11,12,30.2,-69.9,tropical storm,0,35,1006,5.0,,0.0
245,245,Ana,1979,6,19,12,10.0,-45.0,tropical depression,-1,25,1011,5.0,,0.0
246,246,Ana,1979,6,19,18,10.2,-46.0,tropical depression,-1,25,1011,5.0,,0.0
247,247,Ana,1979,6,20,0,10.5,-47.0,tropical depression,-1,25,1010,5.0,,0.0
248,248,Ana,1979,6,20,6,10.9,-48.1,tropical depression,-1,25,1010,5.0,,0.0
249,249,Ana,1979,6,20,12,11.3,-49.2,tropical depression,-1,25,1010,5.0,,0.0
250,250,Ana,1979,6,20,18,11.8,-50.2,tropical depression,-1,25,1009,5.0,,0.0
251,251,Ana,1979,6,21,0,12.3,-51.1,tropical depression,-1,30,1009,5.0,,0.0
252,252,Ana,1979,6,21,6,12.9,-51.9,tropical depression,-1,30,1008,5.0,,0.0
253,253,Ana,1979,6,21,12,13.5,-52.7,tropical depression,-1,30,1008,5.0,,0.0
254,254,Ana,1979,6,21,18,13.9,-53.5,tropical depression,-1,30,1007,5.0,,0.0
255,255,Ana,1979,6,22,0,14.2,-54.7,tropical storm,0,35,1007,5.0,,0.0
256,256,Ana,1979,6,22,6,14.2,-55.8,tropical storm,0,40,1005,5.0,,0.0
257,257,Ana,1979,6,22,12,14.2,-56.9,tropical storm,0,50,1006,5.0,,0.0
258,258,Ana,1979,6,22,18,14.1,-58.3,tropical storm,0,40,1008,5.0,,0.0
259,259,Ana,1979,6,23,0,14.1,-59.8,tropical storm,0,35,1010,5.0,,0.0
260,260,Ana,1979,6,23,6,14.0,-61.3,tropical depression,-1,30,1012,5.0,,0.0
261,261,Ana,1979,6,23,12,14.0,-62.8,tropical depression,-1,25,1012,5.0,,0.0
262,262,Ana,1979,6,23,18,14.0,-64.5,tropical depression,-1,25,1012,5.0,,0.0
263,263,Ana,1979,6,24,0,14.0,-66.2,tropical depression,-1,25,1012,5.0,,0.0
264,264,Bob,1979,7,9,12,22.0,-96.0,tropical depression,-1,20,1012,5.0,,0.0
265,265,Bob,1979,7,9,18,22.5,-95.3,tropical depression,-1,25,1010,5.0,,0.0
266,266,Bob,1979,7,10,0,23.0,-94.6,tropical depression,-1,30,1007,5.0,,0.0
267,267,Bob,1979,7,10,6,23.5,-93.8,tropical storm,0,35,1004,5.0,,0.0
268,268,Bob,1979,7,10,12,24.0,-93.0,tropical storm,0,50,998,5.0,,0.0
269,269,Bob,1979,7,10,18,25.0,-92.3,tropical storm,0,55,996,5.0,,0.0
270,270,Bob,1979,7,11,0,26.2,-91.6,hurricane,1,65,988,5.0,,0.0
271,271,Bob,1979,7,11,6,27.8,-91.1,hurricane,1,65,991,5.0,,0.0
272,272,Bob,1979,7,11,12,29.1,-90.6,hurricane,1,65,986,5.0,,0.0
273,273,Bob,1979,7,11,18,31.0,-90.2,tropical storm,0,40,992,5.0,,1.0
274,274,Bob,1979,7,12,0,32.5,-89.9,tropical depression,-1,30,998,5.0,,1.0
275,275,Bob,1979,7,12,6,34.0,-89.7,tropical depression,-1,25,1002,5.0,,1.0
276,276,Bob,1979,7,12,12,35.9,-89.1,tropical depression,-1,25,1004,5.0,,1.0
277,277,Bob,1979,7,12,18,37.2,-87.8,tropical depression,-1,25,1006,5.0,,1.0
278,278,Bob,1979,7,13,0,38.5,-86.5,tropical depression,-1,25,1006,5.0,,1.0
279,279,Bob,1979,7,13,6,38.8,-85.3,tropical depression,-1,25,1006,5.0,,1.0
280,280,Bob,1979,7,13,12,39.0,-84.0,tropical depression,-1,25,1007,5.0,,1.0
281,281,Bob,1979,7,13,18,39.0,-82.7,tropical depression,-1,25,1008,5.0,,1.0
282,282,Bob,1979,7,14,0,39.0,-81.3,tropical depression,-1,20,1009,5.0,,1.0
283,283,Bob,1979,7,14,6,38.7,-80.1,tropical depression,-1,20,1009,5.0,,1.0
284,284,Bob,1979,7,14,12,38.3,-78.8,tropical depression,-1,20,1010,5.0,,1.0
285,285,Bob,1979,7,14,18,37.9,-77.7,tropical depression,-1,20,1010,5.0,,1.0
286,286,Bob,1979,7,15,0,37.5,-76.5,tropical depression,-1,20,1011,5.0,,1.0
287,287,Bob,1979,7,15,6,36.8,-76.3,tropical depression,-1,20,1011,5.0,,1.0
288,288,Bob,1979,7,15,12,36.0,-76.0,tropical depression,-1,20,1012,5.0,,0.0
