name,year,month,day,hour,lat,long,status,category,wind_knots,wind_mph,pressure,ts_diameter,hu_diameter
Doris,1975,9,3,6,39.7,-43.6,hurricane,2,95,109.32409999999999,965,,
Doris,1975,9,3,12,41.1,-43.0,hurricane,2,95,109.32409999999999,965,,
Doris,1975,9,3,18,42.0,-42.5,hurricane,2,90,103.57019999999999,970,,
Doris,1975,9,4,0,42.8,-42.0,tropical storm,0,60,69.04679999999999,995,,
Belle,1976,8,6,6,26.0,-72.8,tropical depression,-1,25,28.769499999999997,1012,,
Belle,1976,8,6,12,26.3,-73.0,tropical depression,-1,25,28.769499999999997,1012,,
Belle,1976,8,6,18,26.0,-73.4,tropical depression,-1,30,34.523399999999995,1009,,
Belle,1976,8,7,0,25.6,-73.2,tropical storm,0,40,46.0312,1005,,
Belle,1976,8,7,6,26.0,-73.2,tropical storm,0,45,51.78509999999999,1000,,
Belle,1976,8,7,12,26.2,-73.7,tropical storm,0,55,63.292899999999996,993,,
Belle,1976,8,7,18,26.6,-74.2,hurricane,1,70,80.5546,985,,
Belle,1976,8,8,0,26.9,-74.6,hurricane,1,80,92.0624,972,,
Belle,1976,8,8,6,27.4,-75.1,hurricane,2,90,103.57019999999999,962,,
Belle,1976,8,8,12,28.1,-75.1,hurricane,2,95,109.32409999999999,959,,
Belle,1976,8,8,18,29.5,-75.3,hurricane,3,100,115.07799999999999,958,,
Belle,1976,8,9,0,30.9,-75.3,hurricane,3,105,120.83189999999999,957,,
Belle,1976,8,9,6,32.5,-75.2,hurricane,3,105,120.83189999999999,959,,
Belle,1976,8,9,12,34.4,-74.7,hurricane,2,95,109.32409999999999,963,,
Belle,1976,8,9,18,36.6,-74.2,hurricane,2,90,103.57019999999999,970,,
Belle,1976,8,10,0,38.8,-73.8,hurricane,1,80,92.0624,977,,
Belle,1976,8,10,6,41.0,-73.2,tropical storm,0,60,69.04679999999999,983,,
Belle,1976,8,10,12,42.6,-72.4,tropical storm,0,35,40.2773,992,,
Gloria,1976,9,26,12,23.0,-58.0,tropical depression,-1,20,23.0156,1009,,
Gloria,1976,9,26,18,23.7,-58.1,tropical depression,-1,20,23.0156,1007,,
Gloria,1976,9,27,0,24.3,-58.2,tropical depression,-1,25,28.769499999999997,1005,,
Gloria,1976,9,27,6,24.9,-58.1,tropical depression,-1,30,34.523399999999995,1001,,
Gloria,1976,9,27,12,25.7,-58.0,tropical storm,0,35,40.2773,997,,
Gloria,1976,9,27,18,26.3,-58.0,tropical storm,0,45,51.78509999999999,994,,
Gloria,1976,9,28,0,27.0,-58.0,tropical storm,0,55,63.292899999999996,993,,
Gloria,1976,9,28,6,27.5,-58.2,tropical storm,0,60,69.04679999999999,992,,
Gloria,1976,9,28,12,27.8,-58.6,tropical storm,0,60,69.04679999999999,992,,
Gloria,1976,9,28,18,28.2,-59.0,tropical storm,0,60,69.04679999999999,991,,
Gloria,1976,9,29,0,28.6,-59.5,tropical storm,0,60,69.04679999999999,988,,
Gloria,1976,9,29,6,29.1,-59.8,hurricane,1,65,74.80069999999999,984,,
Gloria,1976,9,29,12,29.7,-60.2,hurricane,1,65,74.80069999999999,979,,
Gloria,1976,9,29,18,30.2,-60.3,hurricane,1,70,80.5546,973,,
Gloria,1976,9,30,0,31.1,-60.2,hurricane,1,80,92.0624,970,,
Gloria,1976,9,30,6,32.2,-59.8,hurricane,2,85,97.8163,971,,
Gloria,1976,9,30,12,33.1,-58.8,hurricane,2,90,103.57019999999999,977,,
Gloria,1976,9,30,18,34.0,-57.5,hurricane,2,90,103.57019999999999,981,,
Gloria,1976,10,1,0,34.7,-56.1,hurricane,2,90,103.57019999999999,985,,
Gloria,1976,10,1,6,35.3,-54.8,hurricane,2,85,97.8163,988,,
Gloria,1976,10,1,12,35.7,-53.7,hurricane,1,80,92.0624,990,,
Gloria,1976,10,1,18,36.1,-52.6,hurricane,1,75,86.3085,992,,
Gloria,1976,10,2,0,36.4,-51.7,hurricane,1,70,80.5546,993,,
Gloria,1976,10,2,6,36.6,-50.8,tropical storm,0,60,69.04679999999999,994,,
Gloria,1976,10,2,12,36.8,-49.9,tropical storm,0,60,69.04679999999999,995,,
Gloria,1976,10,2,18,36.9,-49.0,tropical storm,0,55,63.292899999999996,996,,
Gloria,1976,10,3,0,36.8,-48.3,tropical storm,0,50,57.538999999999994,997,,
Gloria,1976,10,3,6,36.4,-47.6,tropical storm,0,45,51.78509999999999,998,,
Gloria,1976,10,3,12,36.2,-46.9,tropical storm,0,40,46.0312,999,,
Gloria,1976,10,3,18,35.8,-45.8,tropical storm,0,40,46.0312,1001,,
Gloria,1976,10,4,0,35.7,-44.6,tropical storm,0,35,40.2773,1002,,
Gloria,1976,10,4,6,36.0,-43.0,tropical depression,-1,30,34.523399999999995,1003,,
Gloria,1976,10,4,12,36.5,-41.4,tropical depression,-1,30,34.523399999999995,1005,,
Gloria,1976,10,4,18,37.4,-38.7,tropical depression,-1,30,34.523399999999995,1006,,
Anita,1977,8,29,12,26.9,-88.4,tropical depression,-1,20,23.0156,1012,,
Anita,1977,8,29,18,27.0,-88.9,tropical depression,-1,25,28.769499999999997,1010,,
Anita,1977,8,30,0,26.9,-89.4,tropical depression,-1,30,34.523399999999995,1009,,
Anita,1977,8,30,6,26.8,-89.8,tropical storm,0,40,46.0312,1006,,
Anita,1977,8,30,12,26.7,-90.3,tropical storm,0,50,57.538999999999994,1003,,
Anita,1977,8,30,18,26.5,-90.6,hurricane,1,65,74.80069999999999,997,,
Anita,1977,8,31,0,26.4,-91.0,hurricane,1,70,80.5546,991,,
Anita,1977,8,31,6,26.3,-91.4,hurricane,1,75,86.3085,988,,
Anita,1977,8,31,12,26.2,-91.8,hurricane,1,75,86.3085,986,,
Anita,1977,8,31,18,26.1,-92.3,hurricane,1,80,92.0624,985,,
Anita,1977,9,1,0,25.9,-92.8,hurricane,1,80,92.0624,979,,
Anita,1977,9,1,6,25.8,-93.7,hurricane,2,85,97.8163,972,,
Anita,1977,9,1,12,25.5,-94.7,hurricane,2,90,103.57019999999999,963,,
Anita,1977,9,1,18,25.2,-95.5,hurricane,3,110,126.58579999999999,945,,
Anita,1977,9,2,0,24.6,-96.2,hurricane,5,140,161.1092,931,,
Anita,1977,9,2,6,24.2,-97.1,hurricane,5,150,172.617,926,,
Anita,1977,9,2,12,23.7,-98.0,hurricane,4,120,138.09359999999998,940,,
Anita,1977,9,2,18,23.1,-99.2,hurricane,1,70,80.5546,978,,
Anita,1977,9,3,0,22.5,-101.0,tropical storm,0,40,46.0312,998,,
Anita,1977,9,3,6,22.0,-103.0,tropical depression,-1,25,28.769499999999997,1011,,
Clara,1977,9,5,12,32.8,-80.0,tropical depression,-1,20,23.0156,1015,,
Clara,1977,9,5,18,33.2,-79.0,tropical depression,-1,20,23.0156,1014,,
Clara,1977,9,6,0,33.6,-78.2,tropical depression,-1,20,23.0156,1013,,
Clara,1977,9,6,6,33.8,-77.6,tropical depression,-1,25,28.769499999999997,1012,,
Clara,1977,9,6,12,34.0,-77.0,tropical depression,-1,25,28.769499999999997,1011,,
Clara,1977,9,6,18,34.2,-76.4,tropical depression,-1,25,28.769499999999997,1010,,
Clara,1977,9,7,0,34.4,-75.8,tropical depression,-1,30,34.523399999999995,1010,,
Clara,1977,9,7,6,34.6,-75.0,tropical depression,-1,30,34.523399999999995,1010,,
Clara,1977,9,7,12,34.7,-74.3,tropical depression,-1,30,34.523399999999995,1010,,
Clara,1977,9,7,18,34.9,-73.0,tropical depression,-1,30,34.523399999999995,1010,,
Clara,1977,9,8,0,35.1,-71.7,tropical storm,0,35,40.2773,1006,,
Clara,1977,9,8,6,35.3,-69.7,tropical storm,0,45,51.78509999999999,1001,,
Clara,1977,9,8,12,35.5,-67.7,hurricane,1,65,74.80069999999999,993,,
Clara,1977,9,8,18,35.6,-66.2,hurricane,1,65,74.80069999999999,994,,
Clara,1977,9,9,0,35.5,-64.6,hurricane,1,65,74.80069999999999,998,,
Clara,1977,9,9,6,34.8,-63.5,tropical storm,0,60,69.04679999999999,1000,,
Clara,1977,9,9,12,34.0,-62.8,tropical storm,0,55,63.292899999999996,999,,
Clara,1977,9,9,18,33.4,-62.8,tropical storm,0,50,57.538999999999994,1001,,
Clara,1977,9,10,0,32.8,-63.2,tropical storm,0,45,51.78509999999999,1000,,
Clara,1977,9,10,6,32.8,-63.6,tropical storm,0,40,46.0312,1000,,
Clara,1977,9,10,12,33.0,-63.8,tropical storm,0,45,51.78509999999999,1001,,
Clara,1977,9,10,18,33.5,-63.7,tropical storm,0,45,51.78509999999999,1001,,
Clara,1977,9,11,0,34.2,-63.2,tropical storm,0,45,51.78509999999999,1002,,
Clara,1977,9,11,6,34.8,-62.5,tropical storm,0,45,51.78509999999999,1002,,
Evelyn,1977,10,13,18,26.9,-62.9,tropical depression,-1,30,34.523399999999995,1010,,
Evelyn,1977,10,14,0,29.0,-64.0,tropical depression,-1,30,34.523399999999995,1008,,
Evelyn,1977,10,14,6,30.9,-64.9,tropical storm,0,35,40.2773,1005,,
Evelyn,1977,10,14,12,33.0,-64.9,tropical storm,0,40,46.0312,1002,,
Evelyn,1977,10,14,18,35.9,-64.4,tropical storm,0,50,57.538999999999994,999,,
Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1,65,74.80069999999999,994,,
Evelyn,1977,10,15,6,42.4,-61.5,hurricane,1,70,80.5546,996,,
Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1,70,80.5546,998,,
Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1,70,80.5546,999,,
Amelia,1978,7,30,18,25.7,-97.0,tropical depression,-1,30,34.523399999999995,1006,,
Amelia,1978,7,31,0,26.4,-97.4,tropical storm,0,45,51.78509999999999,1005,,
Amelia,1978,7,31,6,27.2,-97.8,tropical storm,0,40,46.0312,1007,,
Amelia,1978,7,31,12,28.0,-98.2,tropical storm,0,35,40.2773,1008,,
Amelia,1978,7,31,18,28.6,-98.7,tropical depression,-1,30,34.523399999999995,1010,,
Amelia,1978,8,1,0,29.3,-99.2,tropical depression,-1,25,28.769499999999997,1010,,
Bess,1978,8,5,12,25.3,-90.4,tropical depression,-1,20,23.0156,1012,,
Bess,1978,8,5,18,25.1,-91.0,tropical depression,-1,20,23.0156,1012,,
Bess,1978,8,6,0,24.8,-91.8,tropical depression,-1,25,28.769499999999997,1011,,
Bess,1978,8,6,6,24.5,-92.5,tropical depression,-1,30,34.523399999999995,1010,,
Bess,1978,8,6,12,24.2,-93.3,tropical depression,-1,30,34.523399999999995,1009,,
Bess,1978,8,6,18,23.9,-94.0,tropical storm,0,35,40.2773,1008,,
Bess,1978,8,7,0,23.3,-95.0,tropical storm,0,40,46.0312,1007,,
Bess,1978,8,7,6,22.8,-95.7,tropical storm,0,40,46.0312,1006,,
Bess,1978,8,7,12,22.2,-96.2,tropical storm,0,40,46.0312,1005,,
Bess,1978,8,7,18,21.6,-96.6,tropical storm,0,45,51.78509999999999,1006,,
Bess,1978,8,8,0,21.1,-96.8,tropical storm,0,45,51.78509999999999,1007,,
Bess,1978,8,8,6,20.4,-96.9,tropical storm,0,40,46.0312,1008,,
Bess,1978,8,8,12,20.0,-97.0,tropical depression,-1,25,28.769499999999997,1010,,
Cora,1978,8,7,12,13.0,-35.0,tropical depression,-1,25,28.769499999999997,1010,,
Cora,1978,8,7,18,13.4,-36.2,tropical depression,-1,25,28.769499999999997,1010,,
Cora,1978,8,8,0,13.8,-37.8,tropical depression,-1,25,28.769499999999997,1009,,
Cora,1978,8,8,6,13.9,-39.6,tropical depression,-1,30,34.523399999999995,1008,,
Cora,1978,8,8,12,14.0,-41.5,tropical storm,0,50,57.538999999999994,1003,,
Cora,1978,8,8,18,14.0,-43.2,hurricane,1,65,74.80069999999999,990,,
Cora,1978,8,9,0,14.0,-44.9,hurricane,1,80,92.0624,980,,
Cora,1978,8,9,6,13.9,-46.8,hurricane,1,80,92.0624,980,,
Cora,1978,8,9,12,13.6,-48.6,hurricane,1,70,80.5546,988,,
Cora,1978,8,9,18,13.2,-50.6,hurricane,1,65,74.80069999999999,998,,
Cora,1978,8,10,0,12.8,-52.8,tropical storm,0,60,69.04679999999999,1006,,
Cora,1978,8,10,6,12.4,-54.8,tropical storm,0,55,63.292899999999996,1007,,
Cora,1978,8,10,12,12.2,-56.8,tropical storm,0,55,63.292899999999996,1007,,
Cora,1978,8,10,18,12.1,-58.8,tropical storm,0,50,57.538999999999994,1008,,
Cora,1978,8,11,0,12.0,-60.9,tropical storm,0,45,51.78509999999999,1008,,
Cora,1978,8,11,6,12.0,-62.8,tropical storm,0,35,40.2773,1008,,
Cora,1978,8,11,12,12.1,-64.8,tropical depression,-1,30,34.523399999999995,1008,,
Cora,1978,8,11,18,12.1,-66.8,tropical depression,-1,30,34.523399999999995,1009,,
Cora,1978,8,12,0,12.2,-68.8,tropical depression,-1,30,34.523399999999995,1010,,
Juliet,1978,10,7,18,18.0,-55.6,tropical depression,-1,25,28.769499999999997,1011,,
Juliet,1978,10,8,0,18.3,-56.6,tropical depression,-1,30,34.523399999999995,1010,,
Juliet,1978,10,8,6,18.6,-57.7,tropical depression,-1,30,34.523399999999995,1009,,
Juliet,1978,10,8,12,18.8,-58.7,tropical storm,0,35,40.2773,1008,,
Juliet,1978,10,8,18,19.0,-59.8,tropical storm,0,40,46.0312,1007,,
Juliet,1978,10,9,0,19.3,-60.9,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,9,6,19.7,-62.0,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,9,12,19.9,-63.0,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,9,18,20.3,-64.2,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,10,0,20.9,-65.4,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,10,6,21.7,-67.0,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,10,12,22.8,-68.8,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,10,18,24.3,-70.1,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,11,0,26.2,-70.9,tropical storm,0,45,51.78509999999999,1006,,
Juliet,1978,10,11,6,28.3,-71.0,tropical storm,0,40,46.0312,1006,,
Juliet,1978,10,11,12,30.2,-69.9,tropical storm,0,35,40.2773,1006,,
Ana,1979,6,19,12,10.0,-45.0,tropical depression,-1,25,28.769499999999997,1011,,
Ana,1979,6,19,18,10.2,-46.0,tropical depression,-1,25,28.769499999999997,1011,,
Ana,1979,6,20,0,10.5,-47.0,tropical depression,-1,25,28.769499999999997,1010,,
Ana,1979,6,20,6,10.9,-48.1,tropical depression,-1,25,28.769499999999997,1010,,
Ana,1979,6,20,12,11.3,-49.2,tropical depression,-1,25,28.769499999999997,1010,,
Ana,1979,6,20,18,11.8,-50.2,tropical depression,-1,25,28.769499999999997,1009,,
Ana,1979,6,21,0,12.3,-51.1,tropical depression,-1,30,34.523399999999995,1009,,
Ana,1979,6,21,6,12.9,-51.9,tropical depression,-1,30,34.523399999999995,1008,,
Ana,1979,6,21,12,13.5,-52.7,tropical depression,-1,30,34.523399999999995,1008,,
Ana,1979,6,21,18,13.9,-53.5,tropical depression,-1,30,34.523399999999995,1007,,
Ana,1979,6,22,0,14.2,-54.7,tropical storm,0,35,40.2773,1007,,
Ana,1979,6,22,6,14.2,-55.8,tropical storm,0,40,46.0312,1005,,
Ana,1979,6,22,12,14.2,-56.9,tropical storm,0,50,57.538999999999994,1006,,
Ana,1979,6,22,18,14.1,-58.3,tropical storm,0,40,46.0312,1008,,
Ana,1979,6,23,0,14.1,-59.8,tropical storm,0,35,40.2773,1010,,
Ana,1979,6,23,6,14.0,-61.3,tropical depression,-1,30,34.523399999999995,1012,,
Ana,1979,6,23,12,14.0,-62.8,tropical depression,-1,25,28.769499999999997,1012,,
Ana,1979,6,23,18,14.0,-64.5,tropical depression,-1,25,28.769499999999997,1012,,
Ana,1979,6,24,0,14.0,-66.2,tropical depression,-1,25,28.769499999999997,1012,,
Bob,1979,7,9,12,22.0,-96.0,tropical depression,-1,20,23.0156,1012,,
Bob,1979,7,9,18,22.5,-95.3,tropical depression,-1,25,28.769499999999997,1010,,
Bob,1979,7,10,0,23.0,-94.6,tropical depression,-1,30,34.523399999999995,1007,,
Bob,1979,7,10,6,23.5,-93.8,tropical storm,0,35,40.2773,1004,,
Bob,1979,7,10,12,24.0,-93.0,tropical storm,0,50,57.538999999999994,998,,
Bob,1979,7,10,18,25.0,-92.3,tropical storm,0,55,63.292899999999996,996,,
Bob,1979,7,11,0,26.2,-91.6,hurricane,1,65,74.80069999999999,988,,
Bob,1979,7,11,6,27.8,-91.1,hurricane,1,65,74.80069999999999,991,,
Bob,1979,7,11,12,29.1,-90.6,hurricane,1,65,74.80069999999999,986,,
Bob,1979,7,11,18,31.0,-90.2,tropical storm,0,40,46.0312,992,,
Bob,1979,7,12,0,32.5,-89.9,tropical depression,-1,30,34.523399999999995,998,,
Bob,1979,7,12,6,34.0,-89.7,tropical depression,-1,25,28.769499999999997,1002,,
Bob,1979,7,12,12,35.9,-89.1,tropical depression,-1,25,28.769499999999997,1004,,
Bob,1979,7,12,18,37.2,-87.8,tropical depression,-1,25,28.769499999999997,1006,,
Bob,1979,7,13,0,38.5,-86.5,tropical depression,-1,25,28.769499999999997,1006,,
Bob,1979,7,13,6,38.8,-85.3,tropical depression,-1,25,28.769499999999997,1006,,
Bob,1979,7,13,12,39.0,-84.0,tropical depression,-1,25,28.769499999999997,1007,,
Bob,1979,7,13,18,39.0,-82.7,tropical depression,-1,25,28.769499999999997,1008,,
Bob,1979,7,14,0,39.0,-81.3,tropical depression,-1,20,23.0156,1009,,
Bob,1979,7,14,6,38.7,-80.1,tropical depression,-1,20,23.0156,1009,,
Bob,1979,7,14,12,38.3,-78.8,tropical depression,-1,20,23.0156,1010,,
Bob,1979,7,14,18,37.9,-77.7,tropical depression,-1,20,23.0156,1010,,
Bob,1979,7,15,0,37.5,-76.5,tropical depression,-1,20,23.0156,1011,,
Bob,1979,7,15,6,36.8,-76.3,tropical depression,-1,20,23.0156,1011,,
Bob,1979,7,15,12,36.0,-76.0,tropical depression,-1,20,23.0156,1012,,
Bob,1979,7,15,18,35.0,-76.3,tropical depression,-1,20,23.0156,1012,,
Bob,1979,7,16,0,34.0,-76.5,tropical depression,-1,20,23.0156,1013,,
Bob,1979,7,16,6,33.5,-75.8,tropical depression,-1,20,23.0156,1013,,
Bob,1979,7,16,12,33.0,-75.0,tropical depression,-1,20,23.0156,1014,,
Claudette,1979,7,15,12,12.5,-46.3,tropical depression,-1,20,23.0156,1014,,
Claudette,1979,7,15,18,12.8,-48.4,tropical depression,-1,20,23.0156,1014,,
Claudette,1979,7,16,0,13.4,-50.4,tropical depression,-1,25,28.769499999999997,1012,,
Claudette,1979,7,16,6,14.6,-52.1,tropical depression,-1,25,28.769499999999997,1012,,
Claudette,1979,7,16,12,15.7,-53.8,tropical depression,-1,30,34.523399999999995,1011,,
Claudette,1979,7,16,18,16.5,-55.5,tropical depression,-1,30,34.523399999999995,1011,,
Claudette,1979,7,17,0,17.0,-57.2,tropical depression,-1,30,34.523399999999995,1011,,
Claudette,1979,7,17,6,17.5,-58.8,tropical depression,-1,30,34.523399999999995,1011,,
Claudette,1979,7,17,12,17.8,-60.3,tropical storm,0,35,40.2773,1011,,
Claudette,1979,7,17,18,18.0,-62.1,tropical storm,0,40,46.0312,1010,,
Claudette,1979,7,18,0,18.2,-63.8,tropical storm,0,35,40.2773,1010,,
Claudette,1979,7,18,6,18.3,-65.4,tropical depression,-1,30,34.523399999999995,1011,,
Claudette,1979,7,18,12,18.4,-67.0,tropical depression,-1,30,34.523399999999995,1011,,
Claudette,1979,7,18,18,18.5,-68.5,tropical depression,-1,25,28.769499999999997,1012,,
Claudette,1979,7,19,0,18.7,-69.5,tropical depression,-1,20,23.0156,1012,,
Claudette,1979,7,19,6,18.8,-70.5,tropical depression,-1,20,23.0156,1012,,
Claudette,1979,7,19,12,18.8,-71.4,tropical depression,-1,20,23.0156,1012,,
Claudette,1979,7,19,18,19.0,-72.4,tropical depression,-1,20,23.0156,1012,,
Claudette,1979,7,20,0,19.0,-73.3,tropical depression,-1,20,23.0156,1013,,
Claudette,1979,7,20,6,19.2,-74.7,tropical depression,-1,20,23.0156,1013,,
Claudette,1979,7,20,12,19.5,-76.7,tropical depression,-1,20,23.0156,1013,,
